site_id,price_cpl,reported_at,region,latitude,longitude,scraped_at
61401343,199.7,2025-11-29T06:18:01,North,-27.424641,153.014052,2025-12-05 21:18:18
61401344,219.7,2025-11-28T02:12:39,North,-27.426624,153.017032,2025-12-05 21:18:18
61401347,199.9,2025-12-05T11:00:30.223,North,-27.43604130193541,153.03187014847944,2025-12-05 21:18:18
61401348,189.9,2025-12-03T21:35:10.91,North,-27.425953,153.032041,2025-12-05 21:18:18
61401349,219.9,2025-12-04T19:24:00,North,-27.4289939652634,153.036903,2025-12-05 21:18:18
61401353,199.9,2025-12-05T11:00:30.223,North,-27.439652,153.049148,2025-12-05 21:18:18
61401357,219.9,2025-12-04T19:24:00,North,-27.428241,153.062278,2025-12-05 21:18:18
61401359,219.9,2025-11-28T02:35:10.273,North,-27.434674,153.079056,2025-12-05 21:18:18
61401365,198.9,2025-12-01T22:34:31,North,-27.443116,153.143691,2025-12-05 21:18:18
61401366,209.9,2025-12-04T04:00:49.79,North,-27.443582,153.157939,2025-12-05 21:18:18
61401367,219.9,2025-11-23T20:58:47.183,North,-27.459016,153.151452,2025-12-05 21:18:18
61401371,219.9,2025-11-20T04:13:19.45,North,-27.45463473648407,153.16652018650822,2025-12-05 21:18:18
61401373,216.9,2025-12-05T11:00:30.223,North,-27.457538,153.178798,2025-12-05 21:18:18
61401375,219.9,2025-12-04T19:24:00,North,-27.442904,152.943808,2025-12-05 21:18:18
61401377,213.9,2025-12-05T11:00:30.223,North,-27.446887,152.959528,2025-12-05 21:18:18
61401380,209.9,2025-12-05T01:52:00,North,-27.445996,152.991244,2025-12-05 21:18:18
61401382,213.9,2025-12-05T01:06:32,North,-27.446283,152.997578,2025-12-05 21:18:18
61401386,199.5,2025-11-24T01:13:47.607,North,-27.459076,152.998383,2025-12-05 21:18:18
61401391,219.9,2025-11-24T14:01:00,South,-27.478292616581154,152.98579629447744,2025-12-05 21:18:18
61401393,219.9,2025-11-23T06:05:46.86,South,-27.473913230061896,153.00392841104505,2025-12-05 21:18:18
61401398,219.9,2025-11-22T05:35:45.58,South,-27.542090460066003,153.082005,2025-12-05 21:18:18
61401399,219.9,2025-12-04T19:24:00,South,-27.531577,153.093146,2025-12-05 21:18:18
61401409,209.9,2025-12-02T00:43:53,South,-27.548071,153.265178,2025-12-05 21:18:18
61401411,219.9,2025-11-24T14:01:00,South,-27.536514,152.941898,2025-12-05 21:18:18
61401413,215.9,2025-11-30T08:53:11,South,-27.556355,152.914572,2025-12-05 21:18:18
61401417,209.9,2025-12-04T22:06:06.317,South,-27.553377,152.979052,2025-12-05 21:18:18
61401421,179.9,2025-12-04T20:50:04.807,South,-27.577748,152.973748,2025-12-05 21:18:18
61401422,219.9,2025-12-04T19:24:00,South,-27.579387,152.974637,2025-12-05 21:18:18
61401426,173.9,2025-12-04T22:15:56.2,South,-27.558051,153.015628,2025-12-05 21:18:18
61401427,163.9,2025-12-04T00:27:51,South,-27.558117,153.006258,2025-12-05 21:18:18
61401428,209.9,2025-12-03T23:50:46.75,South,-27.560256,153.000988,2025-12-05 21:18:18
61401431,219.9,2025-11-28T23:20:06.343,South,-27.545888,153.038591,2025-12-05 21:18:18
61401436,209.9,2025-11-28T01:13:21.133,South,-27.566916,153.064574,2025-12-05 21:18:18
61401438,209.9,2025-12-03T23:30:56.35,South,-27.575889,153.062992,2025-12-05 21:18:18
61401440,188.9,2025-12-04T02:52:05.337,South,-27.57032397205679,153.055617,2025-12-05 21:18:18
61401441,199.9,2025-12-05T07:53:00,South,-27.589068,153.027286,2025-12-05 21:18:18
61401444,188.9,2025-12-04T23:21:00,South,-27.575428,153.039586,2025-12-05 21:18:18
61401445,209.9,2025-12-04T23:49:00,South,-27.556364,153.089765,2025-12-05 21:18:18
61401446,209.9,2025-11-30T23:39:40,South,-27.561518,153.089268,2025-12-05 21:18:18
61401447,209.9,2025-12-05T11:00:00,South,-27.562252,153.074394,2025-12-05 21:18:18
61401448,209.9,2025-12-05T02:30:49.927,South,-27.561152,153.078726,2025-12-05 21:18:18
61401450,209.9,2025-12-05T06:11:07.53,South,-27.575212,153.091639,2025-12-05 21:18:18
61401453,167.0,2025-12-01T21:49:44.603,South,-27.598823,153.109346,2025-12-05 21:18:18
61401457,219.9,2025-12-04T19:24:00,South,-27.603119,152.761629,2025-12-05 21:18:18
61401460,219.9,2025-12-04T19:24:00,South,-27.598004,152.832107,2025-12-05 21:18:18
61401461,199.9,2025-11-29T07:04:10.08,South,-27.601119,152.826338,2025-12-05 21:18:18
61401462,219.9,2025-11-24T14:01:00,South,-27.608598,152.897931,2025-12-05 21:18:18
61401471,219.9,2025-12-04T19:24:00,South,-27.612647,153.039653,2025-12-05 21:18:18
61401472,219.9,2025-11-23T23:50:08,South,-27.61142680060479,153.0635548637543,2025-12-05 21:18:18
61401473,173.9,2025-12-04T22:30:48.38,South,-27.624443,153.116876,2025-12-05 21:18:18
61401477,209.9,2025-12-04T19:49:00,South,-27.61011953521952,153.12405772883605,2025-12-05 21:18:18
61401478,209.9,2025-12-04T23:35:42.713,South,-27.63364586120715,153.13148941964337,2025-12-05 21:18:18
61401479,209.9,2025-12-04T19:57:00,South,-27.619142,153.104903,2025-12-05 21:18:18
61401480,209.9,2025-12-05T00:00:51.54,South,-27.644857,153.153469,2025-12-05 21:18:18
61401483,219.9,2025-12-04T19:24:00,South,-27.641222,153.107393,2025-12-05 21:18:18
61401485,209.9,2025-12-02T17:39:17,South,-27.637353,153.239623,2025-12-05 21:18:18
61401487,219.9,2025-11-21T03:59:47.437,South,-27.606017,153.288087,2025-12-05 21:18:18
61401492,179.9,2025-12-02T03:43:38,South,-27.619048,152.749764,2025-12-05 21:18:18
61401496,219.9,2025-11-29T00:30:15.337,South,-27.627612,152.743589,2025-12-05 21:18:18
61401497,177.9,2025-12-04T03:48:48.673,South,-27.644063607517694,152.75105032638933,2025-12-05 21:18:18
61401500,219.9,2025-11-24T14:01:00,South,-27.613641,152.792314,2025-12-05 21:18:18
61401502,189.5,2025-12-01T22:52:09,South,-27.621481,152.789444,2025-12-05 21:18:18
61401505,177.9,2025-12-01T22:20:09.9,South,-27.6552275199991,152.74757596772153,2025-12-05 21:18:18
61401506,219.9,2025-12-04T04:08:01,South,-27.660285,152.740233,2025-12-05 21:18:18
61401507,219.9,2025-11-26T23:05:41.823,South,-27.660171,152.739296,2025-12-05 21:18:18
61401508,219.9,2025-12-04T19:24:00,South,-27.644962,152.871677,2025-12-05 21:18:18
61401510,175.9,2025-12-03T21:06:29,South,-27.658841,153.116903,2025-12-05 21:18:18
61401512,209.9,2025-12-04T23:49:00,South,-27.680481,153.114522,2025-12-05 21:18:18
61401514,219.9,2025-11-24T14:01:00,South,-27.691549,153.134431,2025-12-05 21:18:18
61401517,219.9,2025-11-25T04:30:55.473,South,-27.663192,153.177483,2025-12-05 21:18:18
61401523,219.9,2025-11-29T00:30:15.337,North,-27.342121,153.010681,2025-12-05 21:18:18
61401530,219.9,2025-11-26T05:15:50.333,South,-27.496996,153.055324,2025-12-05 21:18:18
61401531,209.9,2025-12-03T23:45:55.56,South,-27.521101,153.211992,2025-12-05 21:18:18
61401534,209.9,2025-12-03T23:30:56.35,South,-27.595573,153.121562,2025-12-05 21:18:18
61401535,219.9,2025-11-24T00:30:58.553,South,-27.632655,153.047203,2025-12-05 21:18:18
61401537,199.9,2025-12-05T00:00:51.54,North,-27.369917,153.061735,2025-12-05 21:18:18
61401541,208.9,2025-12-05T01:15:11.56,North,-27.438408,153.066889,2025-12-05 21:18:18
61401543,209.9,2025-12-05T06:11:00,North,-27.296911,152.975214,2025-12-05 21:18:18
61401544,199.9,2025-12-05T11:00:30.223,North,-27.44523630788419,153.02938104662704,2025-12-05 21:18:18
61401545,199.9,2025-12-02T20:25:11.467,South,-27.536391,153.087947,2025-12-05 21:18:18
61401546,199.9,2025-12-05T11:00:30.223,South,-27.622437,153.127984,2025-12-05 21:18:18
61401547,219.9,2025-12-04T19:24:00,South,-27.644668,153.118247,2025-12-05 21:18:18
61401550,209.9,2025-12-04T02:59:13.78,South,-27.580123,153.124691,2025-12-05 21:18:18
61401551,215.9,2025-12-05T11:00:00,South,-27.507567,152.940427,2025-12-05 21:18:18
61401554,209.9,2025-12-03T23:05:43.727,South,-27.526712,153.055956,2025-12-05 21:18:18
61401555,167.9,2025-12-01T15:28:01.24,South,-27.627909,153.117731,2025-12-05 21:18:18
61401560,209.9,2025-12-05T06:41:44.627,North,-27.410487,153.047567,2025-12-05 21:18:18
61401561,209.9,2025-12-03T23:45:55.56,North,-27.229066920171583,153.08538009325412,2025-12-05 21:18:18
61401568,179.9,2025-12-04T20:23:30.37,South,-27.595754,153.018264,2025-12-05 21:18:18
61401569,209.9,2025-12-03T23:35:45.773,South,-27.680743,153.092073,2025-12-05 21:18:18
61401588,219.9,2025-12-04T19:24:00,South,-27.584259,153.281142,2025-12-05 21:18:18
61401590,199.7,2025-12-01T02:16:49.097,North,-27.435847,153.014906,2025-12-05 21:18:18
61401591,209.9,2025-12-04T04:24:10.723,North,-27.226363,153.036006,2025-12-05 21:18:18
61401599,199.9,2025-12-01T21:56:09.653,South,-27.627512,152.874514,2025-12-05 21:18:18
61401602,209.9,2025-12-04T23:51:00,South,-27.664021,153.063245,2025-12-05 21:18:18
61401603,219.9,2025-12-01T20:37:20.14,South,-27.517268,153.183284,2025-12-05 21:18:18
61401605,198.9,2025-12-05T05:06:30.04,South,-27.522428,153.025696,2025-12-05 21:18:18
61401606,187.5,2025-11-25T20:12:25,North,-27.205038,153.038413,2025-12-05 21:18:18
61401613,189.9,2025-11-30T22:40:13.923,South,-27.53260236370942,153.26623918650816,2025-12-05 21:18:18
61401616,209.9,2025-12-04T23:49:00,South,-27.664026,153.061551,2025-12-05 21:18:18
61401620,179.9,2025-12-04T21:45:10.12,South,-27.663087497535884,153.17983496197124,2025-12-05 21:18:18
61401621,173.9,2025-12-05T00:22:00,South,-27.620499,153.115408,2025-12-05 21:18:18
61401625,159.9,2025-12-04T23:55:14.74,South,-27.54085919169559,153.0089030932541,2025-12-05 21:18:18
61401641,219.9,2025-11-24T21:41:00,South,-27.495853,153.093435,2025-12-05 21:18:18
61401642,174.9,2025-12-04T20:28:55.56,North,-27.065563,153.112506,2025-12-05 21:18:18
61401643,219.9,2025-11-27T02:40:10.473,North,-27.373408,152.886201,2025-12-05 21:18:18
61401658,172.9,2025-12-04T22:10:19,North,-27.080478,153.173647,2025-12-05 21:18:18
61401667,189.9,2025-12-01T18:28:21,South,-27.63233835956184,152.77083162577765,2025-12-05 21:18:18
61401670,219.9,2025-11-24T00:38:07,South,-27.600518,152.870193,2025-12-05 21:18:18
61401676,209.9,2025-12-04T23:49:00,South,-27.491043,153.152854,2025-12-05 21:18:18
61401680,219.7,2025-11-29T06:17:17,North,-27.426073,153.013055,2025-12-05 21:18:18
61401682,217.9,2025-12-04T21:40:12.553,South,-27.579766,152.716439,2025-12-05 21:18:18
61401683,219.9,2025-11-24T14:01:00,North,-27.156263,152.977055,2025-12-05 21:18:18
61401684,219.9,2025-11-21T02:56:54.89,South,-27.498485,153.027857,2025-12-05 21:18:18
61401685,219.9,2025-11-20T23:28:34.01,South,-27.524837,152.980789,2025-12-05 21:18:18
61401687,209.9,2025-12-01T04:45:03.713,North,-27.425202,152.990017,2025-12-05 21:18:18
61401690,184.9,2025-12-05T04:28:18.457,North,-27.234738,153.087208,2025-12-05 21:18:18
61401691,194.9,2025-11-30T21:34:35.527,North,-27.317652,152.987865,2025-12-05 21:18:18
61401700,188.5,2025-12-03T21:23:55,South,-27.588318,153.027937,2025-12-05 21:18:18
61401701,189.9,2025-11-27T01:25:05.15,South,-27.588236,152.959092,2025-12-05 21:18:18
61401703,189.5,2025-12-02T03:37:37,South,-27.594515343499236,153.00412895337297,2025-12-05 21:18:18
61401707,189.9,2025-12-05T04:13:37.977,North,-27.453052,153.011287,2025-12-05 21:18:18
61401710,159.0,2025-11-28T02:13:19.043,South,-27.546591,153.010459,2025-12-05 21:18:18
61401711,177.9,2025-12-02T00:53:37,South,-27.662759,152.728866,2025-12-05 21:18:18
61401718,175.7,2025-12-04T08:38:01.85,South,-27.545176,153.020003,2025-12-05 21:18:18
61401722,199.9,2025-12-03T21:20:54.167,South,-27.606207,152.903825,2025-12-05 21:18:18
61401723,205.9,2025-12-05T01:30:13.13,South,-27.531502,153.197563,2025-12-05 21:18:18
61401725,219.9,2025-11-25T05:13:44.373,South,-27.604324,152.932499,2025-12-05 21:18:18
61401727,209.9,2025-12-04T23:15:43.17,North,-27.315559,153.061062,2025-12-05 21:18:18
61401728,211.9,2025-12-02T03:07:37,South,-27.514233,153.054808,2025-12-05 21:18:18
61401729,199.9,2025-12-02T02:30:08.647,South,-27.584835,153.301205,2025-12-05 21:18:18
61401730,169.9,2025-12-04T20:13:39.787,North,-27.455124731985503,153.0070409067459,2025-12-05 21:18:18
61401733,214.9,2025-12-04T01:53:52.07,North,-27.197201,152.984309,2025-12-05 21:18:18
61401734,209.9,2025-12-05T00:00:51.54,South,-27.633636,153.139502,2025-12-05 21:18:18
61401737,189.5,2025-12-02T03:36:27,South,-27.595968,152.987555,2025-12-05 21:18:18
61401738,219.9,2025-11-24T14:01:00,South,-27.679856,153.087847,2025-12-05 21:18:18
61401741,209.9,2025-11-30T23:39:07,South,-27.662509,153.048088,2025-12-05 21:18:18
61401743,209.9,2025-12-03T23:35:45.773,North,-27.249189,153.000822,2025-12-05 21:18:18
61401744,219.9,2025-11-24T14:01:00,South,-27.560198,152.935835,2025-12-05 21:18:18
61401745,207.9,2025-12-05T04:49:22.233,North,-27.281581,152.983155,2025-12-05 21:18:18
61401748,219.9,2025-11-26T21:40:09.79,South,-27.659537,153.168904,2025-12-05 21:18:18
61401749,219.9,2025-11-20T02:11:54.03,North,-27.435613,153.041348,2025-12-05 21:18:18
61401753,219.9,2025-12-02T17:30:48.63,South,-27.600625,152.883996,2025-12-05 21:18:18
61401754,219.9,2025-11-24T14:01:00,South,-27.548472,153.107989,2025-12-05 21:18:18
61401755,219.9,2025-11-24T14:01:00,South,-27.681393,153.114674,2025-12-05 21:18:18
61401756,219.9,2025-11-24T21:15:00,South,-27.596301,152.745933,2025-12-05 21:18:18
61401758,189.9,2025-12-01T22:50:11.12,South,-27.633736,153.119241,2025-12-05 21:18:18
61401759,215.9,2025-12-05T01:56:22,North,-27.467323,153.154015,2025-12-05 21:18:18
61401761,209.9,2025-12-03T23:35:45.773,South,-27.493146,153.216292,2025-12-05 21:18:18
61401766,213.9,2025-12-05T11:00:30.223,South,-27.593532,152.934594,2025-12-05 21:18:18
61401768,219.9,2025-11-25T21:20:12.127,South,-27.633441,152.756625,2025-12-05 21:18:18
61401769,219.9,2025-11-25T04:45:53.39,North,-27.345888,152.964409,2025-12-05 21:18:18
61401770,209.9,2025-11-28T01:13:21.133,South,-27.493179,153.168917,2025-12-05 21:18:18
61401772,219.9,2025-11-27T21:40:11.69,South,-27.640701,153.131201,2025-12-05 21:18:18
61401773,209.9,2025-12-03T23:50:08.643,South,-27.667011,153.139313,2025-12-05 21:18:18
61401774,166.5,2025-11-29T10:34:56,South,-27.557625,153.015262,2025-12-05 21:18:18
61401775,215.9,2025-12-04T21:45:10.12,South,-27.562496,152.886875,2025-12-05 21:18:18
61401777,167.5,2025-12-01T04:40:15.523,South,-27.617782,153.094057,2025-12-05 21:18:18
61401778,219.9,2025-11-25T21:20:12.143,South,-27.634994,152.916347,2025-12-05 21:18:18
61401779,209.9,2025-12-05T02:35:40.857,South,-27.535062,153.266974,2025-12-05 21:18:18
61401780,209.9,2025-12-04T04:00:49.79,North,-27.190235,153.018421,2025-12-05 21:18:18
61401781,189.5,2025-12-01T23:11:02.053,North,-27.290068,152.984536,2025-12-05 21:18:18
61401782,210.9,2025-12-04T21:45:10.12,North,-27.042111,152.975171,2025-12-05 21:18:18
61401856,199.9,2025-12-02T09:07:14.983,North,-27.007343,152.944651,2025-12-05 21:18:18
61401858,215.4,2025-11-25T00:15:06.853,North,-27.079253,152.951795,2025-12-05 21:18:18
61401861,215.5,2025-11-25T23:37:46.283,North,-27.084568,152.958178,2025-12-05 21:18:18
61401862,219.9,2025-11-24T14:01:00,North,-27.086965,152.980739,2025-12-05 21:18:18
61401863,179.9,2025-12-03T03:40:04.933,North,-27.072802,153.025162,2025-12-05 21:18:18
61401866,219.9,2025-11-23T01:15:52.87,North,-27.098137,152.94905576686477,2025-12-05 21:18:18
61401868,219.9,2025-12-04T22:51:00,North,-27.112363,152.950651,2025-12-05 21:18:18
61401881,209.9,2025-12-04T00:30:13.163,South,-27.595176,153.121695,2025-12-05 21:18:18
61401886,188.7,2025-12-05T01:10:38.277,South,-27.602084,153.056501,2025-12-05 21:18:18
61401887,219.9,2025-11-24T14:01:00,South,-27.524198,153.253795,2025-12-05 21:18:18
61401888,213.9,2025-12-05T06:12:00,South,-27.597824,152.949918,2025-12-05 21:18:18
61401894,207.9,2025-12-05T06:00:14.133,North,-27.281231,152.982252,2025-12-05 21:18:18
61401899,219.9,2025-12-05T11:00:00,South,-27.628223,152.883713,2025-12-05 21:18:18
61401905,213.9,2025-12-02T21:20:11.157,South,-27.596746,152.949854,2025-12-05 21:18:18
61401906,199.9,2025-12-05T11:00:30.223,South,-27.575708,153.087955,2025-12-05 21:18:18
61401907,194.9,2025-12-01T20:45:06.77,North,-27.317756,153.009186,2025-12-05 21:18:18
61401908,209.9,2025-12-05T11:00:00,North,-27.383445,153.064113,2025-12-05 21:18:18
61401910,219.9,2025-11-23T06:15:58.077,South,-27.610975,153.067873,2025-12-05 21:18:18
61401911,219.9,2025-11-23T04:05:47.467,South,-27.572365,152.791976,2025-12-05 21:18:18
61401912,189.5,2025-12-01T23:01:00.97,South,-27.570459356616315,152.9810493558197,2025-12-05 21:18:18
61401914,219.9,2025-12-04T19:24:00,North,-27.363889718122927,153.01311577315525,2025-12-05 21:18:18
61401915,209.9,2025-12-05T11:00:00,North,-27.415386,152.977543,2025-12-05 21:18:18
61401916,188.5,2025-12-03T20:36:50,South,-27.580433143071236,153.02631481719666,2025-12-05 21:18:18
61401917,184.9,2025-12-04T21:17:36.587,South,-27.499065138785195,152.9674647949676,2025-12-05 21:18:18
61401919,219.9,2025-11-26T21:20:11.2,South,-27.642988,153.100369,2025-12-05 21:18:18
61401921,184.9,2025-12-04T03:21:03.573,South,-27.597516,153.109135,2025-12-05 21:18:18
61401922,219.9,2025-11-24T14:01:00,North,-27.085152,152.957808,2025-12-05 21:18:18
61401923,209.9,2025-12-05T04:16:00,South,-27.475413,153.165772,2025-12-05 21:18:18
61401924,219.9,2025-11-24T21:16:00,North,-27.326024,152.979019,2025-12-05 21:18:18
61401926,199.9,2025-11-24T01:43:13.03,South,-27.546897,152.822363,2025-12-05 21:18:18
61401928,219.9,2025-11-24T21:25:00,South,-27.547407,153.128337,2025-12-05 21:18:18
61401929,219.9,2025-11-25T00:20:46.077,South,-27.499187,153.126507,2025-12-05 21:18:18
61401930,219.9,2025-12-04T19:24:00,South,-27.545381,153.121763,2025-12-05 21:18:18
61401931,196.9,2025-12-05T01:23:04.297,South,-27.676512,153.024581,2025-12-05 21:18:18
61401934,209.9,2025-12-05T06:10:11.013,North,-27.264616,153.005048,2025-12-05 21:18:18
61401938,179.9,2025-12-04T01:51:02,South,-27.521129,153.199215,2025-12-05 21:18:18
61401939,211.9,2025-12-05T11:00:30.223,South,-27.609654,152.902465,2025-12-05 21:18:18
61401941,219.9,2025-12-04T19:24:00,North,-27.446069,153.171941,2025-12-05 21:18:18
61401943,209.9,2025-12-05T11:00:00,South,-27.659403,153.028989,2025-12-05 21:18:18
61401945,199.9,2025-12-05T00:00:51.54,North,-27.446338,153.042061,2025-12-05 21:18:18
61401946,209.9,2025-12-03T23:45:55.56,South,-27.679062,153.118267,2025-12-05 21:18:18
61401951,219.9,2025-12-05T11:00:00,South,-27.561251,153.197803,2025-12-05 21:18:18
61401954,219.9,2025-11-24T21:15:00,North,-27.209295,153.042949,2025-12-05 21:18:18
61401956,219.9,2025-11-25T22:22:41.977,South,-27.612973,152.798948,2025-12-05 21:18:18
61401959,199.9,2025-12-04T23:20:44.017,North,-27.439346,153.030343,2025-12-05 21:18:18
61401964,184.9,2025-12-03T18:26:25.77,South,-27.578537,153.094318,2025-12-05 21:18:18
61402086,219.9,2025-12-05T11:00:00,South,-27.640345,153.132893,2025-12-05 21:18:18
61402090,219.9,2025-12-04T19:24:00,North,-27.456902,153.105682,2025-12-05 21:18:18
61402091,219.9,2025-12-04T19:24:00,North,-27.292016,152.954828,2025-12-05 21:18:18
61402092,209.9,2025-12-04T20:01:00,South,-27.508734,153.207099,2025-12-05 21:18:18
61402093,209.9,2025-12-03T23:35:45.773,South,-27.662597,153.140557,2025-12-05 21:18:18
61402094,219.9,2025-12-05T11:00:00,North,-27.09453583645176,152.9511927288361,2025-12-05 21:18:18
61402095,173.9,2025-12-04T22:20:41.763,North,-27.330699,153.047457,2025-12-05 21:18:18
61402096,219.9,2025-11-25T21:05:11.213,South,-27.584133,153.061878,2025-12-05 21:18:18
61402097,199.9,2025-12-04T04:30:09.523,North,-27.377199,153.062259,2025-12-05 21:18:18
61402099,219.9,2025-11-23T06:20:47.423,South,-27.596076,153.28593,2025-12-05 21:18:18
61402101,209.9,2025-12-05T02:34:00,South,-27.591492,153.060381,2025-12-05 21:18:18
61402106,219.9,2025-12-05T11:00:00,North,-27.244479,153.109334,2025-12-05 21:18:18
61402107,209.9,2025-12-05T04:44:00,South,-27.487654,153.100211,2025-12-05 21:18:18
61402125,219.9,2025-12-05T11:00:00,South,-27.575298,153.026169,2025-12-05 21:18:18
61402127,209.9,2025-12-05T07:56:00,North,-27.273405,153.015282,2025-12-05 21:18:18
61402131,177.9,2025-12-03T21:03:18,South,-27.66240225882411,153.11811118650817,2025-12-05 21:18:18
61402132,219.9,2025-11-21T03:48:50.597,South,-27.676907,153.031851,2025-12-05 21:18:18
61402202,209.9,2025-12-05T11:00:30.223,South,-27.565677,152.998169,2025-12-05 21:18:18
61402204,197.9,2025-12-04T23:51:00,South,-27.678754,153.021806,2025-12-05 21:18:18
61402207,209.9,2025-12-05T01:43:12.903,South,-27.670532,153.200911,2025-12-05 21:18:18
61402208,179.9,2025-12-04T21:55:00,North,-27.330901,153.025787,2025-12-05 21:18:18
61402209,219.9,2025-12-04T19:24:00,South,-27.611024,153.062587,2025-12-05 21:18:18
61402210,209.9,2025-12-05T11:00:00,North,-27.223195,153.037501,2025-12-05 21:18:18
61402211,219.9,2025-12-02T20:56:16,South,-27.550748,153.106439,2025-12-05 21:18:18
61402212,215.9,2025-12-05T11:00:00,South,-27.514796,153.181279,2025-12-05 21:18:18
61402213,219.9,2025-12-05T11:00:00,South,-27.623694,152.969352,2025-12-05 21:18:18
61402214,219.9,2025-12-05T11:00:00,South,-27.661644,152.739343,2025-12-05 21:18:18
61402215,212.9,2025-12-05T11:00:30.223,North,-27.186077,152.934985,2025-12-05 21:18:18
61402220,197.9,2025-12-05T11:00:30.223,South,-27.674462,153.027669,2025-12-05 21:18:18
61402223,219.9,2025-12-05T11:00:00,North,-27.154423,152.974743,2025-12-05 21:18:18
61402226,213.9,2025-12-05T12:10:00,North,-27.44460750531628,152.952606,2025-12-05 21:18:18
61402227,179.9,2025-12-05T11:00:30.223,North,-27.063878064409337,153.1555978687172,2025-12-05 21:18:18
61402231,209.9,2025-12-04T23:49:00,South,-27.621151,152.787974,2025-12-05 21:18:18
61402234,209.9,2025-12-05T11:00:00,South,-27.616944,152.790529,2025-12-05 21:18:18
61402237,209.9,2025-12-05T11:00:00,South,-27.525038,153.221226,2025-12-05 21:18:18
61402245,205.9,2025-12-05T11:00:30.223,South,-27.534996,153.206193,2025-12-05 21:18:18
61402246,219.9,2025-12-05T11:00:00,South,-27.663979,153.042319,2025-12-05 21:18:18
61402247,197.9,2025-12-01T00:45:36.557,South,-27.678204,153.082353,2025-12-05 21:18:18
61402254,219.9,2025-12-04T19:24:00,South,-27.561775,152.921734,2025-12-05 21:18:18
61402262,219.9,2025-12-04T19:24:00,South,-27.645055,152.872371,2025-12-05 21:18:18
61402338,219.9,2025-12-04T19:24:00,South,-27.593686,152.745885,2025-12-05 21:18:18
61402344,175.8,2025-11-25T02:30:00,North,-27.430687,153.133072,2025-12-05 21:18:18
61402345,209.9,2025-12-05T11:00:30.223,North,-27.123314,152.978186,2025-12-05 21:18:18
61402348,209.9,2025-12-05T11:00:30.223,North,-27.124577,152.976285,2025-12-05 21:18:18
61402350,219.9,2025-12-04T19:24:00,South,-27.563861,153.039813,2025-12-05 21:18:18
61402356,219.9,2025-12-05T11:00:00,North,-27.417028,152.949281,2025-12-05 21:18:18
61402359,209.9,2025-12-05T11:01:00,South,-27.471036,153.104019,2025-12-05 21:18:18
61402362,213.9,2025-12-05T11:00:00,North,-27.409841,152.981438,2025-12-05 21:18:18
61402365,219.9,2025-12-04T19:24:00,South,-27.536357,152.948876,2025-12-05 21:18:18
61402386,177.9,2025-12-03T23:15:27.84,North,-27.349745,153.038003,2025-12-05 21:18:18
61402388,173.5,2025-12-04T09:56:37,North,-27.328365,153.053801,2025-12-05 21:18:18
61402390,199.9,2025-12-05T11:00:00,South,-27.572194,152.981702,2025-12-05 21:18:18
61402391,209.9,2025-12-05T11:00:00,South,-27.672522,153.212491,2025-12-05 21:18:18
61402392,219.9,2025-12-05T11:00:00,South,-27.645186,153.118928,2025-12-05 21:18:18
61402398,219.9,2025-12-05T11:00:00,South,-27.549542,152.941043,2025-12-05 21:18:18
61402404,209.9,2025-12-05T03:13:00,North,-27.260601,153.080001,2025-12-05 21:18:18
61402405,209.9,2025-12-01T02:10:08.827,South,-27.653823,152.995711,2025-12-05 21:18:18
61402406,219.9,2025-12-04T19:24:00,South,-27.653447,152.762956,2025-12-05 21:18:18
61402436,209.9,2025-12-03T23:30:56.35,North,-27.378158,153.093691,2025-12-05 21:18:18
61402464,205.9,2025-09-19T22:27:31.263,North,-27.423023,153.516475,2025-12-05 21:18:18
61402503,199.9,2025-11-28T23:30:46,North,-27.038915,152.858752,2025-12-05 21:18:18
61402678,209.9,2025-12-04T22:27:12.517,North,-27.195955,152.825947,2025-12-05 21:18:18
61402739,189.9,2025-12-03T23:20:28.437,South,-27.573428,153.078291,2025-12-05 21:18:18
61402762,219.9,2025-12-05T11:00:00,South,-27.571241,152.799327,2025-12-05 21:18:18
61402765,185.9,2025-12-05T01:36:48,North,-27.0876906682575,152.9803013852501,2025-12-05 21:18:18
61402813,207.9,2025-12-05T11:00:30.223,North,-27.241863,153.023055,2025-12-05 21:18:18
61402816,219.9,2025-12-05T11:00:00,South,-27.678856,152.904123,2025-12-05 21:18:18
61402830,219.9,2025-12-05T11:00:00,South,-27.611892,153.054057,2025-12-05 21:18:18
61402834,209.9,2025-12-05T10:59:00,North,-27.42935179933878,152.98930968220904,2025-12-05 21:18:18
61402844,209.9,2025-12-03T23:45:55.56,North,-27.242734,153.023984,2025-12-05 21:18:18
61402845,199.9,2025-12-05T11:00:00,South,-27.606312,153.109055,2025-12-05 21:18:18
61402847,219.9,2025-11-27T21:35:12.377,South,-27.665500070157712,152.8910621898303,2025-12-05 21:18:18
61402852,219.9,2025-12-04T19:24:00,North,-27.310281,152.962642,2025-12-05 21:18:18
61402875,179.9,2025-12-04T19:24:00,North,-27.062301,153.079179,2025-12-05 21:18:18
61402876,219.9,2025-12-05T11:00:00,North,-27.43935684389341,153.04003769940567,2025-12-05 21:18:18
61402878,189.9,2025-11-28T22:56:23,South,-27.658941,152.708684,2025-12-05 21:18:18
61402880,219.9,2025-12-04T19:24:00,South,-27.634495,152.774455,2025-12-05 21:18:18
